Song,Album,Lyric,Previous Lyric,Next Lyric,Multiplicity
My Heart,All We Know Is Falling,"This heart, it beats, beats for only you",Oh (Yeah),My heart is yours,1
My Heart,All We Know Is Falling,My heart is yours,"This heart, it beats, beats for only you","This heart, it beats, beats for only you",2
My Heart,All We Know Is Falling,"This heart, it beats, beats for only you",My heart is yours,My heart is yours,1
My Heart,All We Know Is Falling,My heart is yours,"This heart, it beats, beats for only you","(My heart, it beats for you)",1
My Heart,All We Know Is Falling,"(My heart, it beats for you)",My heart is yours,"This heart, it beats, beats for only you",1
My Heart,All We Know Is Falling,"This heart, it beats, beats for only you","(My heart, it beats for you)",My heart is yours,1
My Heart,All We Know Is Falling,"This heart, it beats, beats for only you",My heart is yours,"(Please don't go now, please don't fade away)",1
My Heart,All We Know Is Falling,"(Please don't go now, please don't fade away)","This heart, it beats, beats for only you","My heart, my heart is yours",1
My Heart,All We Know Is Falling,"My heart, my heart is yours","(Please don't go now, please don't fade away)","(Please don't go now, please don't fade away)",1
My Heart,All We Know Is Falling,"(Please don't go now, please don't fade away)","My heart, my heart is yours","(Please don't go now, please don't fade away)",1
My Heart,All We Know Is Falling,"(Please don't go now, please don't fade away)","(Please don't go now, please don't fade away)",My heart is yours,1
My Heart,All We Know Is Falling,My heart is yours,"(Please don't go now, please don't fade away)","(Please don't go now, please don't fade away)",1
My Heart,All We Know Is Falling,"(Please don't go now, please don't fade away)",My heart is yours,My heart is,1
My Heart,All We Know Is Falling,My heart is,"(Please don't go now, please don't fade away)","(Please don't go, please don't fade away)",1
My Heart,All We Know Is Falling,"(Please don't go, please don't fade away)",My heart is,"Yours, oh",1
My Heart,All We Know Is Falling,"Yours, oh","(Please don't go, please don't fade away)","(Please don't go now, please don't fade away)",1
My Heart,All We Know Is Falling,"(Please don't go now, please don't fade away)","Yours, oh",My heart is,1
My Heart,All We Know Is Falling,My heart is,"(Please don't go now, please don't fade away)",,1
"For a Pessimist, I'm Pretty Optimistic",Riot!,Just talk yourself up and tear yourself down,,"You've hit your one wall, now find a way around",1
"For a Pessimist, I'm Pretty Optimistic",Riot!,"You've hit your one wall, now find a way around",Just talk yourself up and tear yourself down,"Well, what's the problem? You got a lot of nerve",1
"For a Pessimist, I'm Pretty Optimistic",Riot!,"Well, what's the problem? You got a lot of nerve","You've hit your one wall, now find a way around",So what did you think I would say?,1
"For a Pessimist, I'm Pretty Optimistic",Riot!,So what did you think I would say?,"Well, what's the problem? You got a lot of nerve","No, you can't run away",1
"For a Pessimist, I'm Pretty Optimistic",Riot!,"No, you can't run away",So what did you think I would say?,"No, you can't run away",4
"For a Pessimist, I'm Pretty Optimistic",Riot!,"No, you can't run away","No, you can't run away",So what did you think I would say?,2
"For a Pessimist, I'm Pretty Optimistic",Riot!,So what did you think I would say?,"No, you can't run away","No, you can't run away",2
"For a Pessimist, I'm Pretty Optimistic",Riot!,"No, you can't run away","No, you can't run away",You wouldn't,2
"For a Pessimist, I'm Pretty Optimistic",Riot!,You wouldn't,"No, you can't run away",I never wanted to say this,2
"For a Pessimist, I'm Pretty Optimistic",Riot!,I never wanted to say this,You wouldn't,You never wanted to stay,2
"For a Pessimist, I'm Pretty Optimistic",Riot!,You never wanted to stay,I never wanted to say this,"I put my faith in you, so much faith",2
"For a Pessimist, I'm Pretty Optimistic",Riot!,"I put my faith in you, so much faith",You never wanted to stay,And then you just threw it away,2
"For a Pessimist, I'm Pretty Optimistic",Riot!,And then you just threw it away,"I put my faith in you, so much faith",You threw it away,2
"For a Pessimist, I'm Pretty Optimistic",Riot!,You threw it away,And then you just threw it away,"I'm not so naive, my sorry eyes can see",1
"For a Pessimist, I'm Pretty Optimistic",Riot!,"I'm not so naive, my sorry eyes can see",You threw it away,The way you fight shy of almost everything,1
"For a Pessimist, I'm Pretty Optimistic",Riot!,The way you fight shy of almost everything,"I'm not so naive, my sorry eyes can see","Well, if you give up, you'll get what you deserve",1
"For a Pessimist, I'm Pretty Optimistic",Riot!,"Well, if you give up, you'll get what you deserve",The way you fight shy of almost everything,So what did you think I would say?,1
"For a Pessimist, I'm Pretty Optimistic",Riot!,So what did you think I would say?,"Well, if you give up, you'll get what you deserve","No, you can't run away",1
"For a Pessimist, I'm Pretty Optimistic",Riot!,You threw it away,And then you just threw it away,You were finished long before,1
"For a Pessimist, I'm Pretty Optimistic",Riot!,You were finished long before,You threw it away,We had even seen the start,1
"For a Pessimist, I'm Pretty Optimistic",Riot!,We had even seen the start,You were finished long before,Why don't you stand up? Be a man about it,1
"For a Pessimist, I'm Pretty Optimistic",Riot!,Why don't you stand up? Be a man about it,We had even seen the start,Fight with your bare hands about it now,1
"For a Pessimist, I'm Pretty Optimistic",Riot!,Fight with your bare hands about it now,Why don't you stand up? Be a man about it,I never wanted to say this (Say this),1
"For a Pessimist, I'm Pretty Optimistic",Riot!,I never wanted to say this (Say this),Fight with your bare hands about it now,"You never wanted to stay, well, did you?",1
"For a Pessimist, I'm Pretty Optimistic",Riot!,"You never wanted to stay, well, did you?",I never wanted to say this (Say this),"I put my faith in you, so much faith",1
"For a Pessimist, I'm Pretty Optimistic",Riot!,"I put my faith in you, so much faith","You never wanted to stay, well, did you?",And then you just threw it away,1
"For a Pessimist, I'm Pretty Optimistic",Riot!,And then you just threw it away,"I put my faith in you, so much faith",I never wanted to say this,1
"For a Pessimist, I'm Pretty Optimistic",Riot!,I never wanted to say this,And then you just threw it away,You never wanted to stay,1
"For a Pessimist, I'm Pretty Optimistic",Riot!,You never wanted to stay,I never wanted to say this,"And I put my faith in you, so much faith",1
"For a Pessimist, I'm Pretty Optimistic",Riot!,"And I put my faith in you, so much faith",You never wanted to stay,And then you just threw it away,1
"For a Pessimist, I'm Pretty Optimistic",Riot!,And then you just threw it away,"And I put my faith in you, so much faith",,1
That's What You Get,Riot!,"No, sir",,"Well, I don't wanna be the blame, not anymore",1
That's What You Get,Riot!,"Well, I don't wanna be the blame, not anymore","No, sir",It's your turn,1
That's What You Get,Riot!,It's your turn,"Well, I don't wanna be the blame, not anymore","So take a seat, we're settling the final score",1
That's What You Get,Riot!,"So take a seat, we're settling the final score",It's your turn,And why do we like to hurt so much?,1
That's What You Get,Riot!,And why do we like to hurt so much?,"So take a seat, we're settling the final score",I can't decide,1
That's What You Get,Riot!,I can't decide,And why do we like to hurt so much?,You have made it harder just to go on,1
That's What You Get,Riot!,You have made it harder just to go on,I can't decide,And why?,1
That's What You Get,Riot!,And why?,You have made it harder just to go on,"All the possibilities, well, I was wrong",1
That's What You Get,Riot!,"All the possibilities, well, I was wrong",And why?,That's what you get when you let your heart win,1
That's What You Get,Riot!,That's what you get when you let your heart win,"All the possibilities, well, I was wrong",Whoa-oh-oh-oh-oh,1
That's What You Get,Riot!,Whoa-oh-oh-oh-oh,That's what you get when you let your heart win,That's what you get when you let your heart win,3
That's What You Get,Riot!,That's what you get when you let your heart win,Whoa-oh-oh-oh-oh,Whoa-oh-oh-oh,3
That's What You Get,Riot!,Whoa-oh-oh-oh,That's what you get when you let your heart win,I drowned out all my sense with the sound of its beating,1
That's What You Get,Riot!,I drowned out all my sense with the sound of its beating,Whoa-oh-oh-oh,And that's what you get when you let your heart win,1
That's What You Get,Riot!,And that's what you get when you let your heart win,I drowned out all my sense with the sound of its beating,Whoa-oh-oh-oh,1
That's What You Get,Riot!,Whoa-oh-oh-oh,And that's what you get when you let your heart win,I wonder,1
That's What You Get,Riot!,I wonder,Whoa-oh-oh-oh,How am I supposed to feel when you're not here?,1
That's What You Get,Riot!,How am I supposed to feel when you're not here?,I wonder,'Cause I burned,1
That's What You Get,Riot!,'Cause I burned,How am I supposed to feel when you're not here?,Every bridge I ever built when you were here,1
That's What You Get,Riot!,Every bridge I ever built when you were here,'Cause I burned,I still try,1
That's What You Get,Riot!,I still try,Every bridge I ever built when you were here,"Holding onto silly things, I never learn",1
That's What You Get,Riot!,"Holding onto silly things, I never learn",I still try,"Oh, why?",1
That's What You Get,Riot!,"Oh, why?","Holding onto silly things, I never learn","All the possibilities, I'm sure you've heard",1
